Artist,Museum,Gender,Ethnicity,Location,Year
Willi Ruge,San Francisco Museum of Modern Art,man,,Europe,1880.0
Ed Ruscha,San Francisco Museum of Modern Art,man,white,North America,1940.0
James Fitzallen Ryder,San Francisco Museum of Modern Art,man,white,North America,1830.0
Tom Sachs,San Francisco Museum of Modern Art,man,white,North America,1970.0
SebastiA?o Salgado,San Francisco Museum of Modern Art,man,hispanic,Latin America and the Caribbean,1940.0
Karin Sander,San Francisco Museum of Modern Art,,white,Europe,1960.0
Alessandra Sanguinetti,San Francisco Museum of Modern Art,woman,,North America,1970.0
JuliA?o Sarmento,San Francisco Museum of Modern Art,,white,Europe,1950.0
William Saunders,San Francisco Museum of Modern Art,man,white,,1830.0
Naomi Savage,San Francisco Museum of Modern Art,woman,white,North America,1930.0
Boris Savelev,San Francisco Museum of Modern Art,man,white,Europe,1950.0
Zygmund Sazevich,San Francisco Museum of Modern Art,man,white,Europe,1900.0
Wilhelm SchA?rmann,San Francisco Museum of Modern Art,man,white,,1950.0
Julia Scher,San Francisco Museum of Modern Art,woman,white,North America,1950.0
G. Ferdinand Schmidt,San Francisco Museum of Modern Art,man,white,Europe,
Andrew Schoultz,San Francisco Museum of Modern Art,man,,North America,1980.0
Felix Schramm,San Francisco Museum of Modern Art,man,white,,1970.0
Bryan Schutmaat,San Francisco Museum of Modern Art,man,,North America,1980.0
Claude Cahun (Lucy Schwob),San Francisco Museum of Modern Art,,white,Europe,1890.0
Sean Scully,San Francisco Museum of Modern Art,man,white,Europe,1940.0
George Henry Seeley,San Francisco Museum of Modern Art,man,white,North America,1880.0
Friedrich SeidenstA?cker,San Francisco Museum of Modern Art,man,,,1880.0
Neil Selkirk,San Francisco Museum of Modern Art,man,white,,1950.0
Richard Serra,San Francisco Museum of Modern Art,man,white,North America,1940.0
Charles Shaw,San Francisco Museum of Modern Art,man,white,North America,1890.0
Jim Shaw,San Francisco Museum of Modern Art,man,white,North America,1950.0
Sonia Landy Sheridan,San Francisco Museum of Modern Art,woman,white,North America,1920.0
Cindy Sherman,San Francisco Museum of Modern Art,woman,white,North America,1950.0
Yinka Shonibare,San Francisco Museum of Modern Art,man,black,Europe,1960.0
Leslie Shows,San Francisco Museum of Modern Art,,,,
Tom Sieu,San Francisco Museum of Modern Art,man,,North America,
Gary Simmons,San Francisco Museum of Modern Art,man,,North America,
Job Smeets,San Francisco Museum of Modern Art,man,white,Europe,1970.0
Damien Smith,San Francisco Museum of Modern Art,man,white,North America,1970.0
Grant Smith,San Francisco Museum of Modern Art,man,white,,1940.0
Henry Holmes Smith,San Francisco Museum of Modern Art,man,white,North America,1910.0
Vic Joachim Smith,San Francisco Museum of Modern Art,man,white,North America,1930.0
Kenneth D. Snelson,San Francisco Museum of Modern Art,man,white,North America,1930.0
J.P. Sniadecki,San Francisco Museum of Modern Art,man,white,North America,1980.0
Romuald Socha,San Francisco Museum of Modern Art,man,white,Europe,1940.0
Travis Somerville,San Francisco Museum of Modern Art,man,,North America,1960.0
Giorgio Sommer,San Francisco Museum of Modern Art,man,white,Europe,1830.0
Jennifer Sonderby,San Francisco Museum of Modern Art,woman,white,North America,
Frank SoulAC,San Francisco Museum of Modern Art,man,,,
Albert Sands Southworth,San Francisco Museum of Modern Art,man,white,North America,1810.0
Peter Stackpole,San Francisco Museum of Modern Art,man,white,North America,1910.0
Julian Stanczak,San Francisco Museum of Modern Art,man,white,Europe,1930.0
Doug Starn,San Francisco Museum of Modern Art,man,white,North America,1960.0
Franciszek Starowieyski,San Francisco Museum of Modern Art,man,white,Europe,1930.0
Jennifer Sterling,San Francisco Museum of Modern Art,woman,white,North America,1960.0
William James Stillman,San Francisco Museum of Modern Art,man,white,North America,1830.0
Seneca Ray Stoddard,San Francisco Museum of Modern Art,man,white,North America,1840.0
Charles Strong,San Francisco Museum of Modern Art,man,white,North America,1940.0
John Stuart,San Francisco Museum of Modern Art,man,white,,1830.0
James Presley Ball and Son Studio,San Francisco Museum of Modern Art,,,,
Larry Sultan,San Francisco Museum of Modern Art,man,white,North America,1950.0
Kiyoshi Suzuki,San Francisco Museum of Modern Art,man,asian,Asia and the Pacific,1940.0
Henry Swift,San Francisco Museum of Modern Art,man,white,North America,1890.0
Stephanie Syjuco,San Francisco Museum of Modern Art,woman,asian,Asia and the Pacific,1970.0
Isaiah West Taber,San Francisco Museum of Modern Art,man,white,North America,1830.0
Mika Tajima,San Francisco Museum of Modern Art,woman,,North America,1980.0
Yuko Takeyama,San Francisco Museum of Modern Art,,asian,Asia and the Pacific,1980.0
Rufino Tamayo,San Francisco Museum of Modern Art,man,hispanic,Latin America and the Caribbean,1900.0
Massimo Tamburini,San Francisco Museum of Modern Art,man,white,,1940.0
Sam Taylor-Johnson,San Francisco Museum of Modern Art,woman,white,Europe,1970.0
Val Telberg,San Francisco Museum of Modern Art,man,white,Europe,1910.0
Ann Tenno,San Francisco Museum of Modern Art,,white,Europe,1950.0
Edmund Teske,San Francisco Museum of Modern Art,man,white,North America,1910.0
Else Thalemann,San Francisco Museum of Modern Art,woman,white,Europe,1900.0
FAClix Thiollier,San Francisco Museum of Modern Art,man,white,Europe,1840.0
Hugo Timmermans,San Francisco Museum of Modern Art,man,white,Europe,1970.0
Akiko Tobu,San Francisco Museum of Modern Art,,asian,Asia and the Pacific,1970.0
Terry Toedtemeier,San Francisco Museum of Modern Art,man,white,North America,1950.0
Ada Tolla,San Francisco Museum of Modern Art,woman,white,Europe,1960.0
Steve Tolleson,San Francisco Museum of Modern Art,man,,North America,1960.0
Nadar (Gaspard-FAClix Tournachon),San Francisco Museum of Modern Art,man,white,Europe,1820.0
Arthur Tress,San Francisco Museum of Modern Art,man,white,North America,1940.0
Linnaeus Tripe,San Francisco Museum of Modern Art,man,white,Europe,1820.0
Hitoshi Tsukiji,San Francisco Museum of Modern Art,man,asian,Asia and the Pacific,1950.0
Richard Tuttle,San Francisco Museum of Modern Art,man,white,North America,1940.0
Raoul Ubac,San Francisco Museum of Modern Art,man,white,Europe,1910.0
Lloyd Ullberg,San Francisco Museum of Modern Art,man,,,1900.0
Boaz Vaadia,San Francisco Museum of Modern Art,man,,Europe,1950.0
Kathryn VanDyke,San Francisco Museum of Modern Art,woman,white,North America,1960.0
Woody Vasulka,San Francisco Museum of Modern Art,man,white,Europe,1940.0
Carl Van Vechten,San Francisco Museum of Modern Art,man,white,North America,1880.0
Yvonne Venegas,San Francisco Museum of Modern Art,woman,hispanic,,1970.0
JoAnn Verburg,San Francisco Museum of Modern Art,,white,North America,1950.0
Esteban PACrez Vicente,San Francisco Museum of Modern Art,man,,Europe,1900.0
Massimo Vignelli,San Francisco Museum of Modern Art,man,white,Europe,1930.0
Corinne Vionnet,San Francisco Museum of Modern Art,woman,white,Europe,1970.0
Brode Vosloo,San Francisco Museum of Modern Art,man,,Africa,
Wolf Vostell,San Francisco Museum of Modern Art,man,white,Europe,1930.0
Heinrich R. Voth,San Francisco Museum of Modern Art,man,white,,1860.0
Wilhelm Wagenfeld,San Francisco Museum of Modern Art,man,white,Europe,1900.0
Garth Walker,San Francisco Museum of Modern Art,man,white,,1960.0
Lewis Watts,San Francisco Museum of Modern Art,man,,North America,1950.0
Apichatpong Weerasethakul,San Francisco Museum of Modern Art,man,asian,Asia and the Pacific,1970.0
Hans J. Wegner,San Francisco Museum of Modern Art,man,,Europe,1910.0
Liu Wei,San Francisco Museum of Modern Art,man,asian,Asia and the Pacific,1970.0
Sandra Weiner,San Francisco Museum of Modern Art,woman,white,,1920.0
Wolfgang Weingart,San Francisco Museum of Modern Art,man,white,Europe,1940.0
David Weiss,San Francisco Museum of Modern Art,man,white,Europe,1950.0
Wilfred Weisser,San Francisco Museum of Modern Art,man,white,,
Andro Wekua,San Francisco Museum of Modern Art,man,white,Europe,1980.0
Mason Wells,San Francisco Museum of Modern Art,man,white,North America,1910.0
Jack Warren Welpott,San Francisco Museum of Modern Art,man,white,North America,1920.0
Henry Wessel,San Francisco Museum of Modern Art,man,white,North America,1940.0
Brett Weston,San Francisco Museum of Modern Art,man,white,North America,1910.0
Henry White,San Francisco Museum of Modern Art,man,white,,1820.0
Kehinde Wiley,San Francisco Museum of Modern Art,man,black,North America,1980.0
Ed Wilson,San Francisco Museum of Modern Art,man,,North America,1920.0
Ad Windig,San Francisco Museum of Modern Art,man,white,Europe,1910.0
Terry Winters,San Francisco Museum of Modern Art,man,white,North America,1950.0
Marion Post Wolcott,San Francisco Museum of Modern Art,woman,white,North America,1910.0
Paul Wonner,San Francisco Museum of Modern Art,man,,North America,1920.0
Lebbeus Woods,San Francisco Museum of Modern Art,man,white,North America,1940.0
Christopher Wool,San Francisco Museum of Modern Art,man,,North America,1960.0
Cameron Wu,San Francisco Museum of Modern Art,man,asian,,
Liu Xiaodong,San Francisco Museum of Modern Art,man,asian,Asia and the Pacific,1960.0
Kazuo Yagi,San Francisco Museum of Modern Art,man,asian,Asia and the Pacific,1920.0
Hiroshi Yamazaki,San Francisco Museum of Modern Art,man,asian,Asia and the Pacific,1950.0
Samuel Yates,San Francisco Museum of Modern Art,man,,North America,
Lynette Yiadom-Boakye,San Francisco Museum of Modern Art,woman,black,,1980.0
Michael Young,San Francisco Museum of Modern Art,man,white,Europe,1950.0
Andrew Zago,San Francisco Museum of Modern Art,man,,North America,1960.0
Amir Zaki,San Francisco Museum of Modern Art,man,,,
Norman Zammitt,San Francisco Museum of Modern Art,man,white,North America,1930.0
Abraham Zapruder,San Francisco Museum of Modern Art,man,white,Europe,1900.0
Alexander Zhitomirsky,San Francisco Museum of Modern Art,man,,Europe,1910.0
Wilfrid Zogbaum,San Francisco Museum of Modern Art,man,white,North America,1920.0
Berenice Abbott,Whitney Museum of American Art,woman,white,North America,1900.0
Matthew Abbott,Whitney Museum of American Art,man,white,,
Satoru Abe,Whitney Museum of American Art,man,other,North America,1930.0
Michele Abeles,Whitney Museum of American Art,woman,white,North America,1980.0
Ida Abelman,Whitney Museum of American Art,woman,white,North America,1910.0
Raimund Abraham,Whitney Museum of American Art,man,white,Europe,1930.0
Marina Abramovic,Whitney Museum of American Art,woman,white,Europe,1950.0
Juan Abreu,Whitney Museum of American Art,man,hispanic,Latin America and the Caribbean,1950.0
Vito Acconci,Whitney Museum of American Art,man,white,North America,1940.0
Keith Achepol,Whitney Museum of American Art,man,white,North America,1930.0
Alice Adams,Whitney Museum of American Art,woman,white,North America,1930.0
Ansel Adams,Whitney Museum of American Art,man,white,North America,1900.0
Kenneth M. Adams,Whitney Museum of American Art,man,white,North America,1900.0
Pat Adams,Whitney Museum of American Art,woman,white,North America,1930.0
Shelby Lee Adams,Whitney Museum of American Art,man,white,North America,1950.0
Terry Adkins,Whitney Museum of American Art,man,,North America,1950.0
Lee Adler,Whitney Museum of American Art,man,,North America,1930.0
Etel Adnan,Whitney Museum of American Art,woman,,West Asia,1920.0
Peter Agostini,Whitney Museum of American Art,man,white,North America,1910.0
John Ahearn,Whitney Museum of American Art,man,,North America,1950.0
Rosa Aiello,Whitney Museum of American Art,woman,white,,1990.0
Doug Aitken,Whitney Museum of American Art,man,,North America,1970.0
Russell Barnett Aitken,Whitney Museum of American Art,man,white,North America,1910.0
Josef Albers,Whitney Museum of American Art,man,white,Europe,1890.0
Lita Albuquerque,Whitney Museum of American Art,woman,white,North America,1950.0
Richard Aldrich,Whitney Museum of American Art,man,white,North America,1980.0
Pierre Alechinsky,Whitney Museum of American Art,man,white,Europe,1930.0
Alice Baber,Whitney Museum of American Art,woman,white,North America,1930.0
Lutz Bacher,Whitney Museum of American Art,woman,white,North America,
Fia BackstrAfA?m,Whitney Museum of American Art,woman,white,Europe,1970.0
Peggy Bacon,Whitney Museum of American Art,woman,white,North America,1900.0
Darren Bader,Whitney Museum of American Art,man,white,North America,1980.0
Donald Baechler,Whitney Museum of American Art,man,white,North America,1960.0
John Baeder,Whitney Museum of American Art,man,white,North America,1940.0
Howard Baer,Whitney Museum of American Art,man,white,North America,1910.0
Jo Baer,Whitney Museum of American Art,woman,white,North America,1930.0
Alex Bag,Whitney Museum of American Art,woman,white,North America,1970.0
Trisha Baga,Whitney Museum of American Art,woman,,North America,1980.0
John Bageris,Whitney Museum of American Art,man,white,North America,1920.0
Malcolm Bailey,Whitney Museum of American Art,man,,North America,1950.0
Stuart Bailey,Whitney Museum of American Art,man,white,Europe,1970.0
William Bailey,Whitney Museum of American Art,man,white,North America,1930.0
Eugenie Baizerman,Whitney Museum of American Art,woman,white,Europe,1900.0
Saul Baizerman,Whitney Museum of American Art,man,,,
George Baker,Whitney Museum of American Art,man,white,North America,
Lamar Baker,Whitney Museum of American Art,man,white,North America,
Jozef G. Bakos,Whitney Museum of American Art,man,white,,1890.0
John Baldessari,Whitney Museum of American Art,man,white,North America,1930.0
Glen Baldridge,Whitney Museum of American Art,man,white,North America,1980.0
Jerry Ballaine,Whitney Museum of American Art,man,white,North America,1930.0
Chris Ballantyne,Whitney Museum of American Art,man,white,North America,1970.0
Alvin Baltrop,Whitney Museum of American Art,man,white,North America,1950.0
Lewis Baltz,Whitney Museum of American Art,man,white,North America,1940.0
Rina Banerjee,Whitney Museum of American Art,woman,asian,Asia and the Pacific,1960.0
Walter Darby Bannard,Whitney Museum of American Art,man,white,North America,1930.0
Rudolf Baranik,Whitney Museum of American Art,man,white,Europe,1920.0
Jared Bark,Whitney Museum of American Art,man,white,North America,1940.0
Richard Barnes,Whitney Museum of American Art,man,white,North America,1950.0
Robert Barnes,Whitney Museum of American Art,man,white,North America,1930.0
Will Barnet,Whitney Museum of American Art,man,white,North America,1910.0
Paul Cadmus,Whitney Museum of American Art,man,,North America,1900.0
Debbie Fleming Caffery,Whitney Museum of American Art,woman,white,North America,1950.0
John Cage,Whitney Museum of American Art,man,white,North America,1910.0
Peter Cain,Whitney Museum of American Art,man,white,North America,1960.0
Ernesto Caivano,Whitney Museum of American Art,man,,,1970.0
Charles Cajori,Whitney Museum of American Art,man,white,North America,1920.0
Ingrid Calame,Whitney Museum of American Art,woman,white,North America,1960.0
Letterio Calapai,Whitney Museum of American Art,man,,North America,1900.0
Alexander Calder,Whitney Museum of American Art,man,white,North America,1900.0
Alexander Stirling Calder,Whitney Museum of American Art,man,white,North America,1870.0
Harry Callahan,Whitney Museum of American Art,man,white,North America,1910.0
Kenneth Callahan,Whitney Museum of American Art,man,white,North America,1900.0
Sophie Calle,Whitney Museum of American Art,woman,white,Europe,1950.0
Mary Callery,Whitney Museum of American Art,woman,white,North America,1900.0
Jean Calogero,Whitney Museum of American Art,man,white,Europe,1920.0
Javier Cambre,Whitney Museum of American Art,,hispanic,Latin America and the Caribbean,1970.0
Robin Cameron,Whitney Museum of American Art,,white,North America,1980.0
Peter Cammarata,Whitney Museum of American Art,man,white,,1890.0
Luis Camnitzer,Whitney Museum of American Art,man,,,1940.0
Alice Campbell,Whitney Museum of American Art,woman,white,,1910.0
Beth Campbell,Whitney Museum of American Art,woman,white,North America,1970.0
Blendon Campbell,Whitney Museum of American Art,man,,North America,1870.0
Charles Campbell,Whitney Museum of American Art,man,,,
Jim Campbell,Whitney Museum of American Art,man,white,North America,1960.0
Kenneth Campbell,Whitney Museum of American Art,man,white,North America,1910.0
Maria Magdalena Campos-Pons,Whitney Museum of American Art,woman,hispanic,Latin America and the Caribbean,1960.0
Peter Campus,Whitney Museum of American Art,man,white,North America,1940.0
John Canaday,Whitney Museum of American Art,man,white,North America,1910.0
Jane Canfield,Whitney Museum of American Art,woman,white,,1900.0
Robert Capa,Whitney Museum of American Art,man,white,Europe,1910.0
Allan D'Arcangelo,Whitney Museum of American Art,man,white,North America,1930.0
Louise Dahl-Wolfe,Whitney Museum of American Art,woman,white,North America,1900.0
Anton van Dalen,Whitney Museum of American Art,man,white,,1940.0
Lewis C. Daniel,Whitney Museum of American Art,man,white,North America,1900.0
Nassos Daphnis,Whitney Museum of American Art,man,white,,1910.0
Henry Darger,Whitney Museum of American Art,man,white,North America,1890.0
Andrew Dasburg,Whitney Museum of American Art,man,white,,1890.0
David Cannon Dashiell,Whitney Museum of American Art,man,white,,1950.0
Moyra Davey,Whitney Museum of American Art,woman,white,North America,1960.0
Bruce Davidson,Whitney Museum of American Art,man,white,North America,1930.0
Jo Davidson,Whitney Museum of American Art,man,,,
Arthur B. Davies,Whitney Museum of American Art,man,white,North America,1860.0
Kenneth Davies,Whitney Museum of American Art,man,white,North America,1920.0
Bradley Darius Davis,Whitney Museum of American Art,man,white,North America,1940.0
Emma Lu Davis,Whitney Museum of American Art,woman,white,North America,1900.0
Hubert Davis,Whitney Museum of American Art,man,white,North America,1900.0
Lynn Davis,Whitney Museum of American Art,woman,white,North America,1940.0
Ronald Wendel Davis,Whitney Museum of American Art,man,white,North America,1940.0
Stuart Davis,Whitney Museum of American Art,man,white,North America,1890.0
Taylor Davis,Whitney Museum of American Art,woman,,North America,1960.0
Manierre Dawson,Whitney Museum of American Art,man,white,North America,1890.0
E.V. Day,Whitney Museum of American Art,woman,white,North America,1970.0
Worden Day,Whitney Museum of American Art,,,North America,1910.0
Daze,Whitney Museum of American Art,man,black,North America,1960.0
Joe Deal,Whitney Museum of American Art,man,white,North America,1950.0
Luis Eades,Whitney Museum of American Art,man,white,,1920.0
Abastenia St. Leger Eberle,Whitney Museum of American Art,,white,North America,1880.0
Shannon Ebner,Whitney Museum of American Art,woman,white,North America,1970.0
Ala Ebtekar,Whitney Museum of American Art,man,other,,1980.0
Neil Edge,Whitney Museum of American Art,man,white,,
Harold Edgerton,Whitney Museum of American Art,man,,North America,1900.0
Stuart Edie,Whitney Museum of American Art,man,white,North America,1910.0
Jeff Edwards,Whitney Museum of American Art,man,,,
Melvin Edwards,Whitney Museum of American Art,man,black,North America,1940.0
Nicole Eisenman,Whitney Museum of American Art,woman,white,,1960.0
Sally Elesby,Whitney Museum of American Art,woman,white,North America,1940.0
Ronnie Elliott,Whitney Museum of American Art,,,North America,
Jeff Elrod,Whitney Museum of American Art,man,white,North America,1970.0
Herzl Emanuel,Whitney Museum of American Art,man,white,North America,1910.0
Harry Engel,Whitney Museum of American Art,man,,Europe,1900.0
Robert Engman,Whitney Museum of American Art,man,white,North America,1930.0
Mitch Epstein,Whitney Museum of American Art,man,,North America,1950.0
Jimmy Ernst,Whitney Museum of American Art,man,white,Europe,1920.0
Wharton Esherick,Whitney Museum of American Art,man,white,North America,1890.0
Barbara Ess,Whitney Museum of American Art,woman,white,North America,1950.0
Richard Estes,Whitney Museum of American Art,man,white,North America,1930.0
Alfeo Faggi,Whitney Museum of American Art,man,white,Europe,1880.0
Gary Falk,Whitney Museum of American Art,man,white,North America,1950.0
Claire Falkenstein,Whitney Museum of American Art,,white,North America,1910.0
Manny Farber,Whitney Museum of American Art,man,white,North America,1920.0
Bancel La Farge,Whitney Museum of American Art,man,white,North America,
Dean Fausett,Whitney Museum of American Art,man,white,North America,1910.0
Joe Feddersen,Whitney Museum of American Art,man,,North America,1950.0
Paul Feeley,Whitney Museum of American Art,man,white,North America,1910.0
Nicole Phungrasamee Fein,Whitney Museum of American Art,,,,
Skylar Fein,Whitney Museum of American Art,,white,North America,1970.0
Andreas Feininger,Whitney Museum of American Art,man,white,,1910.0
Lyonel Feininger,Whitney Museum of American Art,man,white,North America,1870.0
Robert Fenz,Whitney Museum of American Art,man,white,North America,1970.0
Herbert Ferber,Whitney Museum of American Art,man,white,North America,1910.0
Duncan Ferguson,Whitney Museum of American Art,man,white,,
John Ferren,Whitney Museum of American Art,man,white,North America,1900.0
Rafael Ferrer,Whitney Museum of American Art,man,,,
Louis G. Ferstadt,Whitney Museum of American Art,man,white,North America,1900.0
Jorge Fick,Whitney Museum of American Art,man,white,North America,1930.0
Paul Fiene,Whitney Museum of American Art,man,white,Europe,1900.0
Mary Fife,Whitney Museum of American Art,woman,white,North America,1900.0
Tully Filmus,Whitney Museum of American Art,man,white,,1900.0
Keith Finch,Whitney Museum of American Art,man,white,North America,1920.0
Spencer Finch,Whitney Museum of American Art,man,white,North America,1960.0
Lois Fine,Whitney Museum of American Art,woman,white,North America,1930.0
Perle Fine,Whitney Museum of American Art,woman,white,North America,1900.0
Naum Gabo,Whitney Museum of American Art,man,white,Europe,1890.0
Carl Gaertner,Whitney Museum of American Art,man,white,North America,1900.0
Wanda Gag,Whitney Museum of American Art,woman,white,North America,1890.0
Charles Gaines,Whitney Museum of American Art,man,,North America,1940.0
Maureen Gallace,Whitney Museum of American Art,woman,white,North America,1960.0
Cynthia Gallagher,Whitney Museum of American Art,woman,,,
Ellen Gallagher,Whitney Museum of American Art,woman,white,North America,1960.0
Frank Gallo,Whitney Museum of American Art,man,white,North America,1930.0
Rainer Ganahl,Whitney Museum of American Art,man,white,Europe,1960.0
Chitra Ganesh,Whitney Museum of American Art,,asian,,1980.0
Emil Ganso,Whitney Museum of American Art,man,white,Europe,1900.0
Charles Garabedian,Whitney Museum of American Art,man,white,,1920.0
Daniel Garber,Whitney Museum of American Art,man,white,North America,1880.0
Tim Gardner,Whitney Museum of American Art,man,white,North America,1970.0
Jedd Garet,Whitney Museum of American Art,man,white,North America,1960.0
Amy Gartrell,Whitney Museum of American Art,woman,white,North America,1970.0
Lee Gatch,Whitney Museum of American Art,man,white,North America,1900.0
David Gatten,Whitney Museum of American Art,man,white,North America,1970.0
Victor Joseph Gatto,Whitney Museum of American Art,man,white,North America,1890.0
(Samuel) Wood Gaylor,Whitney Museum of American Art,man,,North America,1880.0
Frances H. Gearhart,Whitney Museum of American Art,,white,North America,1870.0
Sonia Gechtoff,Whitney Museum of American Art,,white,North America,1930.0
Yun Gee,Whitney Museum of American Art,man,,,
Gerald K. Geerlings,Whitney Museum of American Art,man,white,North America,1900.0
William Geis,Whitney Museum of American Art,man,white,North America,1940.0
Jan Gelb,Whitney Museum of American Art,,white,North America,1910.0
Todros Geller,Whitney Museum of American Art,man,white,,1890.0
Hugo Gellert,Whitney Museum of American Art,man,,,1890.0
Sandy Gellis,Whitney Museum of American Art,woman,white,North America,
Orly Genger,Whitney Museum of American Art,,white,North America,1980.0
Cock van Gent,Whitney Museum of American Art,,white,,1920.0
Hans Haacke,Whitney Museum of American Art,man,white,Europe,1940.0
Richard Haas,Whitney Museum of American Art,man,white,North America,1940.0
Ira Joel Haber,Whitney Museum of American Art,man,,North America,1950.0
Howard Hack,Whitney Museum of American Art,man,white,North America,1930.0
Allan Hacklin,Whitney Museum of American Art,man,white,North America,1940.0
Jon Haddock,Whitney Museum of American Art,man,,North America,1960.0
Dimitri Hadzi,Whitney Museum of American Art,man,white,North America,1920.0
Karl Haendel,Whitney Museum of American Art,man,white,North America,1980.0
Carol Haerer,Whitney Museum of American Art,,white,North America,1930.0
Carl Hall,Whitney Museum of American Art,man,white,North America,1920.0
Doug Hall,Whitney Museum of American Art,man,white,North America,1940.0
Frederick G. Hall,Whitney Museum of American Art,man,white,North America,1880.0
Joellen Hall,Whitney Museum of American Art,,white,North America,1920.0
Susan Hall,Whitney Museum of American Art,woman,white,North America,1940.0
Peter Halley,Whitney Museum of American Art,man,white,North America,1950.0
Samuel Halpert,Whitney Museum of American Art,man,white,Europe,1880.0
Ann Hamilton,Whitney Museum of American Art,,white,North America,1960.0
Jonathan Hammer,Whitney Museum of American Art,man,white,North America,1960.0
David Hammons,Whitney Museum of American Art,man,black,North America,1940.0
Trenton Doyle Hancock,Whitney Museum of American Art,man,black,North America,1970.0
Mark Handforth,Whitney Museum of American Art,man,white,,1970.0
Thomas Handforth,Whitney Museum of American Art,man,white,North America,1900.0
Stephen Hannock,Whitney Museum of American Art,man,white,North America,1950.0
Robert Hansen,Whitney Museum of American Art,man,white,North America,1920.0
Charles Harbutt,Whitney Museum of American Art,man,white,North America,1940.0
Marvin Harden,Whitney Museum of American Art,man,white,North America,1940.0
K8 Hardy,Whitney Museum of American Art,woman,white,North America,1980.0
Tom Hardy,Whitney Museum of American Art,man,white,,
David Hare,Whitney Museum of American Art,man,white,North America,1920.0
Martha Visser't Hooft,Whitney Museum of American Art,,white,North America,1910.0
Dahlov Ipcar,Whitney Museum of American Art,woman,white,North America,1920.0
Angelo Ippolito,Whitney Museum of American Art,man,white,,1920.0
Alex Israel,Whitney Museum of American Art,man,,North America,1980.0
Margaret Israel,Whitney Museum of American Art,woman,hispanic,,1930.0
Ken Jacobs,Whitney Museum of American Art,man,white,North America,1930.0
William Jacobs,Whitney Museum of American Art,man,,North America,1870.0
Michael Jacobson-Hardy,Whitney Museum of American Art,man,white,North America,1950.0
Mitchell Jamieson,Whitney Museum of American Art,man,white,North America,1920.0
Valerie Jaudon,Whitney Museum of American Art,woman,white,North America,1940.0
Alfred J. Jensen,Whitney Museum of American Art,man,,,1900.0
Bill Jensen,Whitney Museum of American Art,man,white,North America,1940.0
Jess,Whitney Museum of American Art,,white,North America,1920.0
Yun-Fei Ji,Whitney Museum of American Art,man,asian,Asia and the Pacific,1960.0
Luis Jimenez,Whitney Museum of American Art,man,hispanic,North America,1940.0
Chris Johanson,Whitney Museum of American Art,man,white,North America,1970.0
Reuben Kadish,Whitney Museum of American Art,man,white,North America,1910.0
Wolf Kahn,Whitney Museum of American Art,man,white,Europe,1930.0
Jacob Kainen,Whitney Museum of American Art,man,white,North America,1910.0
Luise Kaish,Whitney Museum of American Art,woman,white,North America,1920.0
Jean Kallina,Whitney Museum of American Art,woman,white,North America,1960.0
Craig Kalpakjian,Whitney Museum of American Art,man,white,North America,1960.0
Stephen Kaltenbach,Whitney Museum of American Art,man,white,North America,1940.0
Ben Kamihira,Whitney Museum of American Art,man,asian,,1920.0
Gerome Kamrowski,Whitney Museum of American Art,man,white,North America,1910.0
John Kane,Whitney Museum of American Art,man,white,,
Ik-Joong Kang,Whitney Museum of American Art,man,asian,Asia and the Pacific,1960.0
Howard Kanovitz,Whitney Museum of American Art,man,white,,1930.0
Morris Kantor,Whitney Museum of American Art,man,white,Europe,1900.0
Jerome Kaplan,Whitney Museum of American Art,man,,North America,
Allan Kaprow,Whitney Museum of American Art,man,white,North America,1930.0
Bernard Karfiol,Whitney Museum of American Art,man,white,,1890.0
Andrew B. Karoly,Whitney Museum of American Art,man,white,,1890.0
Dawn Kasper,Whitney Museum of American Art,,white,North America,1980.0
Deborah Kass,Whitney Museum of American Art,woman,white,North America,1950.0
Barbara Kasten,Whitney Museum of American Art,woman,white,North America,1940.0
Leo Katz,Whitney Museum of American Art,man,white,Europe,1890.0
Herbert Katzman,Whitney Museum of American Art,,,,
Craig Kauffman,Whitney Museum of American Art,man,,,1930.0
Donald Kaufman,Whitney Museum of American Art,man,white,North America,1940.0
Robert D. Kaufmann,Whitney Museum of American Art,man,white,North America,1910.0
Ed Lachman,Whitney Museum of American Art,man,white,North America,1950.0
Rachel Lachowicz,Whitney Museum of American Art,woman,white,North America,1960.0
Suzanne Lacy,Whitney Museum of American Art,,,,1940.0
Richard Lahey,Whitney Museum of American Art,man,,,
Gerald Laing,Whitney Museum of American Art,man,white,Europe,1940.0
Jennett Lam,Whitney Museum of American Art,woman,white,North America,1910.0
Alix Lambert,Whitney Museum of American Art,woman,white,North America,1970.0
David Lamelas,Whitney Museum of American Art,man,hispanic,Latin America and the Caribbean,1950.0
Leroy Lamis,Whitney Museum of American Art,man,white,North America,1920.0
Paul Landacre,Whitney Museum of American Art,man,white,North America,1890.0
Jacob Landau,Whitney Museum of American Art,man,white,North America,1920.0
Armin Landeck,Whitney Museum of American Art,man,white,North America,1900.0
Sean Landers,Whitney Museum of American Art,man,white,North America,1960.0
Ronnie Landfield,Whitney Museum of American Art,man,white,North America,1950.0
Edward Landon,Whitney Museum of American Art,man,white,North America,1910.0
Lois Lane,Whitney Museum of American Art,woman,white,North America,1950.0
Dorothea Lange,Whitney Museum of American Art,woman,white,North America,1900.0
Bernard Langlais,Whitney Museum of American Art,man,white,North America,1920.0
